Date,Transaction_ID,Payment_ID,Event_Type,Location,Source,Customer_Name,Customer_ID,Device_Name,Team_Member,Gross_Sales,Discounts,Net_Sales,Tax,Tip,Total_Collected,Fees,Net_Total,Payment_Method,Card_Entry_Method,Card_Last_4,Cash_Rounding,Order_Type
2026-02-01 21:06:00,2AF16CD09A21429DB8,2AF16CD09A21429DB8,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,149.00,0.00,149.00,17.88,7.45,174.33,-4.72,169.61,Interac Debit,Tap,4111,0.00,Takeout
2026-02-01 21:10:41,094A789CDF2643FF93,094A789CDF2643FF93,Payment,Main Dining,Square POS,Logan White,CBB067E83C,Dining Room POS 1,Emma W.,225.50,0.00,225.50,27.06,33.82,286.38,-7.69,278.69,Mastercard,Tap,8796,0.00,Takeout
2026-02-01 21:11:46,3E3E15A5CF1340C796,3E3E15A5CF1340C796,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,259.50,0.00,259.50,31.14,51.90,342.54,-9.18,333.36,Mastercard,Chip,9747,0.00,Dine-In
2026-02-01 21:38:02,C9410020856749C8A4,C9410020856749C8A4,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,186.50,0.00,186.50,22.38,27.97,236.85,-6.38,230.47,Mastercard,Tap,7144,0.00,Dine-In
2026-02-01 21:39:44,C4FD267E9FEC417A9A,C4FD267E9FEC417A9A,Payment,Main Dining,Square POS,Charlotte Patel,31EBE544E6,Dining Room POS 1,Emma W.,134.50,0.00,134.50,16.14,13.45,164.09,-4.45,159.64,Interac Debit,Tap,6864,0.00,Takeout
2026-02-01 21:51:27,EE31090422394CB382,EE31090422394CB382,Payment,Main Dining,Square POS,Yuki Nakamura,0D2F4BC00C,Bar Terminal,James L.,95.00,0.00,95.00,11.40,19.00,125.40,-3.42,121.98,Mastercard,Tap,7866,0.00,Dine-In
2026-02-01 21:52:50,09D12C219B8F45629E,09D12C219B8F45629E,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,128.50,0.00,128.50,15.42,12.85,156.77,-4.25,152.52,Visa,Tap,8807,0.00,Takeout
2026-02-01 21:58:55,DC69E072879B476692,DC69E072879B476692,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,251.00,0.00,251.00,30.12,25.10,306.22,0.00,306.23,Cash,,,0.01,Takeout
2026-02-02 11:01:46,A618F6FC8F3548F39B,A618F6FC8F3548F39B,Payment,Main Dining,Square POS,,,Bar Terminal,Sarah M.,336.00,0.00,336.00,40.32,50.40,426.72,-11.41,415.31,Visa,Chip,3753,0.00,Dine-In
2026-02-02 11:04:11,16EF2C2524FC45BEA2,16EF2C2524FC45BEA2,Payment,Main Dining,Square POS,,,Dining Room POS 2,Sarah M.,171.00,0.00,171.00,20.52,30.78,222.30,-5.99,216.31,Mastercard,Tap,9470,0.00,Dine-In
2026-02-02 11:08:01,2509542D7BA14A13B8,2509542D7BA14A13B8,Payment,Main Dining,Square POS,,,Host Stand,James L.,145.50,0.00,145.50,17.46,29.10,192.06,-5.19,186.87,Interac Debit,Tap,8625,0.00,Dine-In
2026-02-02 11:14:09,83F5095EF9AC4D7DBC,83F5095EF9AC4D7DBC,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,215.00,0.00,215.00,25.80,43.00,283.80,-7.62,276.18,Visa,Tap,8972,0.00,Dine-In
2026-02-02 11:21:08,D7544A8711C145E395,D7544A8711C145E395,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,74.00,0.00,74.00,8.88,11.10,93.98,0.00,93.99,Cash,,,0.01,Dine-In
2026-02-02 11:27:44,4E8735451F894473A1,4E8735451F894473A1,Payment,Main Dining,Square Online,,,Dining Room POS 1,Marcus T.,181.00,0.00,181.00,21.72,0.00,202.72,0.00,202.73,Cash,,,0.01,Delivery
2026-02-02 11:30:40,9462F4E707104CF697,9462F4E707104CF697,Payment,Main Dining,Square POS,Henry Garcia,E60197B125,Host Stand,Emma W.,190.50,0.00,190.50,22.86,28.57,241.93,-6.51,235.42,Visa,Tap,3476,0.00,Dine-In
2026-02-02 11:40:12,290BB4649A66499195,290BB4649A66499195,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,174.00,0.00,174.00,20.88,26.10,220.98,-5.96,215.02,Visa,Tap,6556,0.00,Takeout
2026-02-02 11:44:21,B4B5FB795130438F9A,B4B5FB795130438F9A,Payment,Main Dining,Square POS,Henry Jackson,849B67ED64,Dining Room POS 1,Sarah M.,155.00,0.00,155.00,18.60,23.25,196.85,-5.32,191.53,Mastercard,Tap,3292,0.00,Dine-In
2026-02-02 12:10:49,11058899815D47D2B6,11058899815D47D2B6,Payment,Main Dining,Square POS,,,Bar Terminal,James L.,149.00,0.00,149.00,17.88,22.35,189.23,-5.11,184.12,Mastercard,Tap,7397,0.00,Dine-In
2026-02-02 12:14:11,882306506C854205BC,882306506C854205BC,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,58.50,0.00,58.50,7.02,11.70,77.22,-2.15,75.07,Visa,Tap,9574,0.00,Dine-In
2026-02-02 12:16:21,F8AB52FEA318443B9F,F8AB52FEA318443B9F,Payment,Main Dining,Square Online,David Wang,8ED2BF19D1,Dining Room POS 1,James L.,168.50,0.00,168.50,20.22,0.00,188.72,-5.10,183.62,Gift Card,,,0.00,Delivery
2026-02-02 12:29:56,494D15809F5A4BAE95,494D15809F5A4BAE95,Payment,Main Dining,Square POS,Owen Moore,A10EC627F8,Host Stand,Sarah M.,123.50,0.00,123.50,14.82,24.70,163.02,-4.42,158.60,Visa,Chip,6549,0.00,Dine-In
2026-02-02 12:35:24,6D35490749C5494C9E,6D35490749C5494C9E,Payment,Main Dining,Square POS,Alexander Smith,A6809A2ED6,Host Stand,Leo C.,56.00,0.00,56.00,6.72,8.40,71.12,-1.98,69.14,Interac Debit,Tap,1200,0.00,Dine-In
2026-02-02 12:40:34,F2477B027CD44FFE8A,F2477B027CD44FFE8A,Payment,Main Dining,Square Online,Henry Jackson,849B67ED64,Dining Room POS 1,Emma W.,267.50,0.00,267.50,32.10,0.00,299.60,-8.04,291.56,Interac Debit,Tap,2426,0.00,Delivery
2026-02-02 12:47:48,92B36655CF384401B6,92B36655CF384401B6,Payment,Main Dining,Square POS,,,Dining Room POS 2,Priya K.,198.00,0.00,198.00,23.76,39.60,261.36,-7.03,254.33,Interac Debit,Tap,6759,0.00,Dine-In
2026-02-02 12:51:11,A2FD1DC74E45490CA1,A2FD1DC74E45490CA1,Payment,Main Dining,Square POS,,,Bar Terminal,Marcus T.,122.50,0.00,122.50,14.70,18.38,155.58,-4.22,151.36,Visa,Chip,8802,0.00,Dine-In
2026-02-02 12:52:04,DC348B62C43840B0B9,DC348B62C43840B0B9,Payment,Main Dining,Square POS,Logan Wilson,02A166D08B,Dining Room POS 2,Emma W.,273.00,0.00,273.00,32.76,68.25,374.01,-10.01,364.00,Mastercard,Chip,6728,0.00,Dine-In
2026-02-02 12:53:41,5B298B8D420F497A80,5B298B8D420F497A80,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,132.50,0.00,132.50,15.90,19.88,168.28,-4.56,163.72,Interac Debit,Tap,9383,0.00,Dine-In
2026-02-02 12:54:31,7C36ECBE2D624EEAAE,7C36ECBE2D624EEAAE,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,205.00,0.00,205.00,24.60,30.75,260.35,-7.00,253.35,Interac Debit,Tap,6289,0.00,Dine-In
2026-02-02 13:10:28,9BAE784FF82C49B9AB,9BAE784FF82C49B9AB,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,116.50,0.00,116.50,13.98,23.30,153.78,-4.18,149.60,Visa,Tap,9190,0.00,Dine-In
2026-02-02 13:18:16,9135E51EC3BC4824B4,9135E51EC3BC4824B4,Payment,Main Dining,Square POS,Chloe Park,B368D82C64,Dining Room POS 1,James L.,62.00,0.00,62.00,7.44,9.30,78.74,-2.19,76.55,Visa,Chip,6298,0.00,Takeout
2026-02-02 13:30:53,A7A8E1DA3AB74A808A,A7A8E1DA3AB74A808A,Payment,Main Dining,Square POS,Ava Tanaka,0EBE4967F7,Dining Room POS 1,Sarah M.,63.00,0.00,63.00,7.56,12.60,83.16,-2.30,80.86,Visa,Chip,4940,0.00,Dine-In
2026-02-02 13:38:29,8D86317449DE42BEA2,8D86317449DE42BEA2,Payment,Main Dining,Square Online,Ken Jackson,1F34722F54,Dining Room POS 1,Sarah M.,87.00,0.00,87.00,10.44,0.00,97.44,-2.68,94.76,Mastercard,Tap,4369,0.00,Delivery
2026-02-02 13:52:50,55AA92421BD34E629E,55AA92421BD34E629E,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,110.50,0.00,110.50,13.26,24.31,148.07,-4.02,144.05,Visa,Chip,5670,0.00,Dine-In
2026-02-02 13:56:20,297759D6AEF74A3BA7,297759D6AEF74A3BA7,Payment,Main Dining,Square Online,Liam Kaur,6F7DEF9971,Dining Room POS 1,Emma W.,88.00,0.00,88.00,10.56,0.00,98.56,-2.71,95.85,Visa,Chip,1510,0.00,Delivery
2026-02-02 17:01:53,3AC75AD0C34A4A14AE,3AC75AD0C34A4A14AE,Payment,Main Dining,Square POS,Ava Tanaka,0EBE4967F7,Dining Room POS 1,Leo C.,186.00,0.00,186.00,22.32,18.60,226.92,-6.11,220.81,Interac Debit,Tap,2062,0.00,Takeout
2026-02-02 17:05:25,1652BE492E1D47BCA1,1652BE492E1D47BCA1,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,256.00,0.00,256.00,30.72,0.00,286.72,-7.70,279.02,Visa,Chip,3725,0.00,Takeout
2026-02-02 17:10:47,8D0A0E41BEAE419092,8D0A0E41BEAE419092,Payment,Main Dining,Square POS,,,Host Stand,Leo C.,102.50,0.00,102.50,12.30,20.50,135.30,-3.69,131.61,Visa,Tap,3843,0.00,Dine-In
2026-02-02 17:19:49,0D51B0D0F10D4088B3,0D51B0D0F10D4088B3,Payment,Main Dining,Square POS,Sarah Smith,4A14DF441F,Host Stand,Marcus T.,128.00,0.00,128.00,15.36,32.00,175.36,-4.75,170.61,Visa,Chip,8964,0.00,Dine-In
2026-02-02 17:21:12,1CF8F19EC97145B39C,1CF8F19EC97145B39C,Payment,Main Dining,Square POS,Sophia Thompson,2EA19A032A,Bar Terminal,James L.,217.00,0.00,217.00,26.04,43.40,286.44,-7.69,278.75,Visa,Tap,3884,0.00,Dine-In
2026-02-02 17:30:15,ECEA9DD0072B40F2B1,ECEA9DD0072B40F2B1,Payment,Main Dining,Square POS,,,Dining Room POS 2,Emma W.,297.00,0.00,297.00,35.64,53.46,386.10,-10.33,375.77,Mastercard,Chip,4046,0.00,Dine-In
2026-02-02 17:30:22,581F1D3D91D74C06A1,581F1D3D91D74C06A1,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,122.00,0.00,122.00,14.64,26.84,163.48,-4.43,159.05,Visa,Tap,1537,0.00,Dine-In
2026-02-02 17:49:56,1114CCE7610846A2BB,1114CCE7610846A2BB,Payment,Main Dining,Square POS,,,Bar Terminal,Sarah M.,96.00,0.00,96.00,11.52,21.12,128.64,-3.51,125.13,Mastercard,Tap,3527,0.00,Dine-In
2026-02-02 17:53:23,1C12CCE41AA44E2581,1C12CCE41AA44E2581,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,143.50,0.00,143.50,17.22,0.00,160.72,-4.36,156.36,Visa,Tap,6919,0.00,Takeout
2026-02-02 17:56:21,0706E7B8E6244B95A5,0706E7B8E6244B95A5,Payment,Main Dining,Square POS,Daniel Jones,87F45C6AD6,Host Stand,Priya K.,53.00,0.00,53.00,6.36,9.54,68.90,-1.93,66.97,Mastercard,Chip,1718,0.00,Dine-In
2026-02-02 18:18:42,BEA089015E0B46F0AB,BEA089015E0B46F0AB,Payment,Main Dining,Square POS,Ava Choi,39D026936B,Host Stand,Leo C.,145.50,0.00,145.50,17.46,26.19,189.15,-5.11,184.04,Visa,Chip,9105,0.00,Dine-In
2026-02-02 18:26:01,5C76DEABBD7044A8B1,5C76DEABBD7044A8B1,Payment,Main Dining,Square POS,David Lee,0BF4BFED6F,Host Stand,Emma W.,340.50,0.00,340.50,40.86,85.12,466.48,-12.46,454.02,Interac Debit,Tap,9806,0.00,Dine-In
2026-02-02 18:34:07,7AD0FF09FAEA4DEBBB,7AD0FF09FAEA4DEBBB,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,130.00,0.00,130.00,15.60,32.50,178.10,0.00,178.09,Cash,,,-0.01,Dine-In
2026-02-02 18:35:12,B39D89E3596647A1A2,B39D89E3596647A1A2,Payment,Main Dining,Square Online,,,Dining Room POS 1,Priya K.,156.50,-47.00,109.50,13.14,0.00,122.64,-3.35,119.29,Visa,Chip,9723,0.00,Delivery
2026-02-02 18:36:31,639634262E454BAEB6,639634262E454BAEB6,Payment,Main Dining,Square POS,Yuki Kaur,E1954E8B56,Dining Room POS 2,Leo C.,76.50,0.00,76.50,9.18,15.30,100.98,0.00,100.96,Cash,,,-0.02,Dine-In
2026-02-02 18:39:13,E5DC950D89C24BB68D,E5DC950D89C24BB68D,Payment,Main Dining,Square POS,Charlotte Chen,9B93D35096,Bar Terminal,Sarah M.,120.00,0.00,120.00,14.40,21.60,156.00,-4.23,151.77,Visa,Chip,6575,0.00,Dine-In
2026-02-02 18:45:03,C0EC4EEBB3A44463AF,C0EC4EEBB3A44463AF,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,183.00,0.00,183.00,21.96,9.15,214.11,-5.77,208.34,Gift Card,,,0.00,Takeout
2026-02-02 18:48:06,CE066CFEF17B4969A4,CE066CFEF17B4969A4,Payment,Main Dining,Square POS,Lily Wang,11BE36AEBA,Dining Room POS 2,James L.,153.00,0.00,153.00,18.36,33.66,205.02,-5.53,199.49,Visa,Tap,2909,0.00,Dine-In
2026-02-02 18:50:11,296B6E814BF64ECBBA,296B6E814BF64ECBBA,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,264.00,0.00,264.00,31.68,47.52,343.20,-9.19,334.01,Mastercard,Tap,8139,0.00,Dine-In
2026-02-02 18:51:02,5FEE0E1B54F0462097,5FEE0E1B54F0462097,Payment,Main Dining,Square POS,Sarah Smith,4A14DF441F,Dining Room POS 2,Priya K.,106.00,0.00,106.00,12.72,23.32,142.04,-3.86,138.18,Mastercard,Tap,4282,0.00,Dine-In
2026-02-02 18:55:56,77058F9B7CAA4DA2A9,77058F9B7CAA4DA2A9,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,95.00,0.00,95.00,11.40,9.50,115.90,-3.17,112.73,Interac Debit,Tap,6353,0.00,Takeout
2026-02-02 19:10:36,B82C1C63020740BA9A,B82C1C63020740BA9A,Payment,Main Dining,Square POS,,,Dining Room POS 2,Priya K.,94.50,0.00,94.50,11.34,18.90,124.74,-3.41,121.33,Visa,Chip,5289,0.00,Dine-In
2026-02-02 19:26:11,3020B5C7A76F4C16B4,3020B5C7A76F4C16B4,Payment,Main Dining,Square POS,Charlotte Chen,9B93D35096,Dining Room POS 2,Emma W.,173.00,0.00,173.00,20.76,34.60,228.36,-6.15,222.21,Visa,Tap,9419,0.00,Dine-In
2026-02-02 19:27:12,1EBB041ADE7E4ADD99,1EBB041ADE7E4ADD99,Payment,Main Dining,Square POS,Ken Harris,86314EAC9D,Dining Room POS 1,Marcus T.,115.00,0.00,115.00,13.80,11.50,140.30,-3.82,136.48,Visa,Tap,9457,0.00,Takeout
2026-02-02 19:30:45,3FE66DDA4CC840B183,3FE66DDA4CC840B183,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,168.00,0.00,168.00,20.16,42.00,230.16,-6.20,223.96,Visa,Tap,4857,0.00,Dine-In
2026-02-02 19:46:46,37EDBCD2C85A4E0DB0,37EDBCD2C85A4E0DB0,Payment,Main Dining,Square POS,Sophia Moore,FD755E79F6,Dining Room POS 1,James L.,199.00,0.00,199.00,23.88,9.95,232.83,-6.27,226.56,Mastercard,Chip,2478,0.00,Takeout
2026-02-02 19:47:31,EF46478258254F299D,EF46478258254F299D,Payment,Main Dining,Square POS,Mason Nakamura,EE48992CA1,Host Stand,James L.,212.00,0.00,212.00,25.44,42.40,279.84,-7.52,272.32,Visa,Tap,5033,0.00,Dine-In
2026-02-02 19:52:08,D770969EE8FA4DB6BF,D770969EE8FA4DB6BF,Payment,Main Dining,Square POS,Sophia Zhang,7E01DBFCB5,Dining Room POS 1,Marcus T.,92.00,0.00,92.00,11.04,18.40,121.44,0.00,121.44,Cash,,,0.00,Dine-In
2026-02-02 20:06:09,30D211D95B814F9AB2,30D211D95B814F9AB2,Payment,Main Dining,Square Online,,,Dining Room POS 1,Leo C.,245.00,0.00,245.00,29.40,0.00,274.40,-7.37,267.03,Visa,Chip,1659,0.00,Delivery
2026-02-02 20:07:58,73021B4A66DB49329A,73021B4A66DB49329A,Payment,Main Dining,Square POS,,,Dining Room POS 2,Priya K.,84.00,0.00,84.00,10.08,16.80,110.88,-3.04,107.84,Interac Debit,Tap,5617,0.00,Dine-In
2026-02-02 20:09:49,7054542EDC9A401995,7054542EDC9A401995,Payment,Main Dining,Square POS,Charlotte Nakamura,2E463EA426,Dining Room POS 1,James L.,54.00,0.00,54.00,6.48,0.00,60.48,-1.70,58.78,Mastercard,Chip,7869,0.00,Takeout
2026-02-02 20:17:52,0F74E4D9D5A7412593,0F74E4D9D5A7412593,Payment,Main Dining,Square POS,Chloe Brown,34B9D77BBD,Dining Room POS 1,James L.,117.00,0.00,117.00,14.04,21.06,152.10,-4.13,147.97,Visa,Chip,6954,0.00,Dine-In
2026-02-02 20:20:00,9D290450039045C3BF,9D290450039045C3BF,Payment,Main Dining,Square POS,Ken Singh,640C67C534,Dining Room POS 2,James L.,65.00,0.00,65.00,7.80,13.00,85.80,-2.37,83.43,Mastercard,Chip,5102,0.00,Dine-In
2026-02-02 20:23:24,64BC01C83EC04CAE9B,64BC01C83EC04CAE9B,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,94.00,0.00,94.00,11.28,14.10,119.38,-3.26,116.12,Amex,Chip,2449,0.00,Dine-In
2026-02-02 20:40:58,F101DE21EE044352AC,F101DE21EE044352AC,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,53.00,0.00,53.00,6.36,13.25,72.61,0.00,72.62,Cash,,,0.01,Dine-In
2026-02-02 20:44:01,1E074D0C584345E1A0,1E074D0C584345E1A0,Payment,Main Dining,Square POS,Mei Wilson,E2D1827224,Dining Room POS 1,Priya K.,287.50,0.00,287.50,34.50,43.12,365.12,-9.78,355.34,Mastercard,Chip,3445,0.00,Dine-In
2026-02-02 20:51:23,48575A0CE8594E8EAD,48575A0CE8594E8EAD,Payment,Main Dining,Square POS,,,Host Stand,Priya K.,204.00,0.00,204.00,24.48,40.80,269.28,-7.24,262.04,Mastercard,Tap,2866,0.00,Dine-In
2026-02-02 20:53:46,88EA89FD9C0F480D9D,88EA89FD9C0F480D9D,Payment,Main Dining,Square POS,Ravi Brown,F448337AE1,Dining Room POS 2,James L.,156.00,0.00,156.00,18.72,31.20,205.92,-5.56,200.36,Interac Debit,Tap,5550,0.00,Dine-In
2026-02-02 20:56:43,E5B253328A414637B3,E5B253328A414637B3,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,225.00,0.00,225.00,27.00,45.00,297.00,-7.97,289.03,Gift Card,,,0.00,Dine-In
2026-02-02 20:57:02,E1E788B705A1423A81,E1E788B705A1423A81,Payment,Main Dining,Square POS,Aiko Williams,DB2D9D0668,Dining Room POS 2,Priya K.,107.00,0.00,107.00,12.84,21.40,141.24,-3.84,137.40,Visa,Chip,7513,0.00,Dine-In
2026-02-02 21:00:46,7F3167AD80BF4DAC9B,7F3167AD80BF4DAC9B,Payment,Main Dining,Square POS,Harper Moore,35F3FB54C0,Dining Room POS 2,James L.,119.00,0.00,119.00,14.28,23.80,157.08,-4.26,152.82,Mastercard,Chip,8273,0.00,Dine-In
2026-02-02 21:09:07,583F7AEC285245DBA8,583F7AEC285245DBA8,Payment,Main Dining,Square POS,Aiko Kim,36D6B6318B,Dining Room POS 2,Marcus T.,81.00,0.00,81.00,9.72,16.20,106.92,-2.93,103.99,Interac Debit,Tap,3175,0.00,Dine-In
2026-02-02 21:26:18,C79F7F93A4484BE6A5,C79F7F93A4484BE6A5,Payment,Main Dining,Square Online,Olivia Jones,28A9A0F0F8,Dining Room POS 1,Marcus T.,343.50,0.00,343.50,41.22,0.00,384.72,-10.30,374.42,Mastercard,Chip,8635,0.00,Delivery
2026-02-02 21:28:02,BE8D18532F104670AC,BE8D18532F104670AC,Payment,Main Dining,Square POS,Mei Yamamoto,4025CBC918,Bar Terminal,Sarah M.,38.00,0.00,38.00,4.56,9.50,52.06,0.00,52.05,Cash,,,-0.01,Dine-In
2026-02-02 21:28:58,E8A666FAA2C6444B9A,E8A666FAA2C6444B9A,Payment,Main Dining,Square POS,Harper Wilson,110243D9F0,Bar Terminal,Sarah M.,107.00,0.00,107.00,12.84,21.40,141.24,-3.84,137.40,Interac Debit,Tap,1087,0.00,Dine-In
2026-02-02 21:39:24,6AB560B52C6A4F88B9,6AB560B52C6A4F88B9,Payment,Main Dining,Square POS,Charlotte Chen,9B93D35096,Dining Room POS 2,Emma W.,145.00,0.00,145.00,17.40,31.90,194.30,-5.25,189.05,Visa,Chip,8139,0.00,Dine-In
2026-02-02 21:40:29,1641BE7222D1450D85,1641BE7222D1450D85,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,304.00,0.00,304.00,36.48,60.80,401.28,-10.73,390.55,Visa,Tap,6569,0.00,Dine-In
2026-02-02 21:43:22,218092964E9C48B384,218092964E9C48B384,Payment,Main Dining,Square POS,Michael Lee,A02466D577,Bar Terminal,Emma W.,206.50,0.00,206.50,24.78,37.17,268.45,-7.21,261.24,Mastercard,Chip,3730,0.00,Dine-In
2026-02-02 21:48:00,2B286B6BB94F416DAD,2B286B6BB94F416DAD,Payment,Main Dining,Square POS,Olivia Johnson,DD062F2C57,Bar Terminal,Priya K.,265.00,0.00,265.00,31.80,53.00,349.80,-9.37,340.43,Interac Debit,Tap,3267,0.00,Dine-In
2026-02-02 21:57:44,C2DDDF2AE56A4F9DA5,C2DDDF2AE56A4F9DA5,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,219.00,0.00,219.00,26.28,54.75,300.03,-8.05,291.98,Mastercard,Tap,5544,0.00,Dine-In
2026-02-02 21:59:10,62E420FD8E774D75A4,62E420FD8E774D75A4,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,266.00,0.00,266.00,31.92,0.00,297.92,-7.99,289.93,Amex,Chip,2840,0.00,Delivery
2026-02-03 11:00:21,A8F7987F4999487396,A8F7987F4999487396,Payment,Main Dining,Square POS,Raj Patel,845117A291,Bar Terminal,James L.,276.00,0.00,276.00,33.12,55.20,364.32,-9.75,354.57,Interac Debit,Tap,3177,0.00,Dine-In
2026-02-03 11:02:07,844C1385997F42A496,844C1385997F42A496,Payment,Main Dining,Square POS,David Singh,20598320F1,Dining Room POS 1,Leo C.,133.00,0.00,133.00,15.96,19.95,168.91,-4.58,164.33,Mastercard,Chip,5484,0.00,Dine-In
2026-02-03 11:08:34,8DFB2C211999465BB9,8DFB2C211999465BB9,Payment,Main Dining,Square Online,Sophia Thompson,2EA19A032A,Dining Room POS 1,Marcus T.,156.00,0.00,156.00,18.72,0.00,174.72,-4.73,169.99,Visa,Chip,6681,0.00,Delivery
2026-02-03 11:16:07,3DFA0B03A7E74CD0B5,3DFA0B03A7E74CD0B5,Payment,Main Dining,Square POS,Ella Moore,98E3F446D2,Host Stand,Leo C.,224.00,0.00,224.00,26.88,40.32,291.20,-7.82,283.38,Visa,Tap,1262,0.00,Dine-In
2026-02-03 11:18:28,1338C0568E91469982,1338C0568E91469982,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,178.00,0.00,178.00,21.36,0.00,199.36,-5.38,193.98,Visa,Chip,1139,0.00,Delivery
2026-02-03 11:37:34,236CF1AD60B545289D,236CF1AD60B545289D,Payment,Main Dining,Square POS,Isabella Wang,119E71838D,Dining Room POS 1,Marcus T.,96.50,0.00,96.50,11.58,0.00,108.08,-2.96,105.12,Visa,Tap,5480,0.00,Takeout
2026-02-03 11:40:48,CD548F0C89484A0193,CD548F0C89484A0193,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,233.50,0.00,233.50,28.02,42.03,303.55,-8.14,295.41,Visa,Tap,5068,0.00,Dine-In
2026-02-03 11:40:52,CC9B9DEA36C54700A8,CC9B9DEA36C54700A8,Payment,Main Dining,Square Online,Henry Garcia,E60197B125,Dining Room POS 1,Priya K.,128.00,0.00,128.00,15.36,0.00,143.36,0.00,143.38,Cash,,,0.02,Delivery
2026-02-03 11:50:44,0DE3894BA17046CFB2,0DE3894BA17046CFB2,Payment,Main Dining,Square POS,,,Bar Terminal,Marcus T.,110.50,0.00,110.50,13.26,16.57,140.33,-3.82,136.51,Visa,Chip,1027,0.00,Dine-In
2026-02-03 12:07:02,3F38FDCB663847E3B6,3F38FDCB663847E3B6,Payment,Main Dining,Square Online,Ava Tanaka,0EBE4967F7,Dining Room POS 1,Sarah M.,99.00,0.00,99.00,11.88,0.00,110.88,-3.04,107.84,Gift Card,,,0.00,Delivery
2026-02-03 12:13:25,984D5351CCFE48B5A0,984D5351CCFE48B5A0,Payment,Main Dining,Square POS,,,Dining Room POS 2,Emma W.,146.00,0.00,146.00,17.52,21.90,185.42,-5.01,180.41,Visa,Chip,7407,0.00,Dine-In
2026-02-03 12:18:52,309F6EB99D504DD990,309F6EB99D504DD990,Payment,Main Dining,Square POS,Daniel Zhang,04351E2945,Dining Room POS 2,Marcus T.,38.00,0.00,38.00,4.56,7.60,50.16,-1.43,48.73,Interac Debit,Tap,6129,0.00,Dine-In
2026-02-03 12:27:54,358D17E498C94A78B7,358D17E498C94A78B7,Payment,Main Dining,Square POS,Owen Garcia,C98F0F6CC8,Dining Room POS 1,James L.,168.00,0.00,168.00,20.16,30.24,218.40,-5.89,212.51,Gift Card,,,0.00,Dine-In
2026-02-03 12:38:27,23F1CEFB73DD49EBAB,23F1CEFB73DD49EBAB,Payment,Main Dining,Square Online,,,Dining Room POS 1,Marcus T.,126.50,0.00,126.50,15.18,0.00,141.68,-3.85,137.83,Mastercard,Chip,4079,0.00,Delivery
2026-02-03 12:38:34,51266FAC8C2A411BBE,51266FAC8C2A411BBE,Payment,Main Dining,Square POS,Owen Choi,A55DE18E98,Host Stand,Marcus T.,169.50,0.00,169.50,20.34,30.51,220.35,0.00,220.35,Cash,,,0.00,Dine-In
2026-02-03 12:49:44,61B58E3D878E475490,61B58E3D878E475490,Payment,Main Dining,Square POS,Olivia Jones,28A9A0F0F8,Dining Room POS 1,James L.,156.00,0.00,156.00,18.72,15.60,190.32,-5.14,185.18,Interac Debit,Tap,7404,0.00,Takeout
2026-02-03 12:56:02,5A256683C97C4F40B7,5A256683C97C4F40B7,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,294.00,0.00,294.00,35.28,0.00,329.28,0.00,329.26,Cash,,,-0.02,Delivery
2026-02-03 13:10:36,D9C85C2B69C146FFA4,D9C85C2B69C146FFA4,Payment,Main Dining,Square POS,Wei Smith,64D919001A,Host Stand,James L.,96.00,0.00,96.00,11.52,19.20,126.72,-3.46,123.26,Gift Card,,,0.00,Dine-In
2026-02-03 13:11:24,68EDEA2695E4443296,68EDEA2695E4443296,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,130.50,0.00,130.50,15.66,28.71,174.87,-4.73,170.14,Visa,Tap,1087,0.00,Dine-In
